資料比對,分機號碼,線組編號,使用單位,裝機位置,分機種類,副機數量,G450 Port,對應DID號碼,拆遷記錄,備註
,5573,W6 - 265,W623,休息室,甲機,1,105V201,0,98.03.13新裝；100.05.23增1副,
,6954,W6 - 266,W62,SHOP辦公室,甲機,0,105V102,8051254,92.01.07新裝,FAX：8051254
,5462,W6 - 267,W622,新辦公室（手焊股）,甲機,1,105V202,0,105.11.02遷移；95.07.05裝,與5529互換
,2615,W6 - 271,W623,W68液壓大樓3F 303R,甲機,2,105V105,0,103.12.03遷移；94.01.10增副；1010419遷,W623課長
,3745,W6 - 273,W622,W622手焊股,甲機,1,105V107,0,,
,2163,W6 - 274,W623,修護工場西、增副外包商施工區、增副W623區,甲機,1,105V108,0,,
,2973,W6 - 275,Y641,檢驗區、工作區,乙機,2,105V109,0,1000715遷,
,2806,W6 - 277,W62,W68液壓大樓3F 305R,甲機,0,105V110,0,105.12.23遷移；1010418遷,W62主任
,2962,W6 - 278,Y641,中央修護廠北棟2F 209室,甲機,2,105V111,0,96.01.02增副,Y641課長
,2680,W6 - 279,W623,西側休息區及增副,甲機,1,105V112,0,92.06.19遷並更乙；95.04.24更甲,
,2951,W6 - 280,W620,W68液壓大樓3F 305R,甲機,2,105V113,0,1010403增1副,
,2872,W6 - 282,W621,W621辦公室/205室,甲機,2,105V114,0,,
,2940,W6 - 284,W621,W68液壓大樓3F 307R,甲機,1,105V116,0,103.12.03遷移；1000817增1副；1010418遷,W621課長
,3987,W6 - 285,W621,W62 SHOP工具室、加工二股辦公室,甲機,1,105V117,0,95.09.06增副,
,6496,W6 - 287,W62,W68液壓大樓3F 302R,甲機,2,105V119,0,98.01.20更甲；1010403增2副,
,6134,W6 - 288,W623,W623工作協調區,甲機,1,105V120,0,,
,3609,W6 - 290,Y641,中央修護廠北棟2F 208室,甲機,1,105V121,0,92.07.16新裝；96.01.02增副；1000715遷,
,3644,W6 - 291,A13,W62機械加工場內,乙機,0,105V101,0,90.11.27,軸承教室
,5426,W6 - 292,W621,三次元量測室（中央修護）,乙機,0,105V103,0,95.08.30裝,
,2270,W6 - 293,W636,W635空調大樓3F,甲機,1,105V115,0,94.04.24遷；95.10.02遷；97.12.30遷；1010312遷；1020114遷,
,6234,W6 - 296,W636,W636 SHOP辦公室1.2F,甲機,2,105V118,0,97.12.30遷；1010312遷,
,6856,W6 - 300,W623,W6 3RD BAY西,甲機,1,105V122,0,96.01.19更甲,
,5262,W6 - 301,W662,W662辦公室,甲機,2,105V403,0,94.09.23新裝,
,2364,W6 - 302,W66,營繕工場W66主任辦公室,甲機,0,105V404,0,,W66主任
,2346,W6 - 303,W662,W662辦公室,甲機,2,105V405,0,96.06.28拆副1,
,2984,W6 - 304,W662,W662辦公室一樓,甲機,0,105V406,0,,W662課長
,2941,W6 - 305,W661,W662辦公室,甲機,0,105V407,0,91.10.21增副,W661課長
,3748,W6 - 306,W661,W66辦公室一樓,甲機,1,105V408,0,96.02.01拆副,
,3742,W6 - 307,W661,W661辦公室,甲機,2,105V409,0,96.06.28拆副1,
,6172,W6 - 308,W662,W66辦公室一樓,甲機,1,105V410,0,96.06.28拆副1,
,6109,W6 - 309,W660,專案工程師室、專案室,甲機,1,105V411,0,,
,6286,W6 - 310,W669,W66辦公室二樓,甲機,1,105V412,0,於991104增1副,
,2314,W6 - 311,W669,新W66辦公室,甲機,2,105V413,0,94.11.11拆副,W669課長
,6616,W6 - 312,W661,W66大樓2樓檔案室內西北角,乙機,0,105V414,0,,
,6617,W6 - 313,W661,W66大樓一樓會議室,乙機,0,105V415,0,,
,5263,W6 - 314,W669,W669辦公室,甲機,2,105V416,0,94.09.15新裝,
,5476,W6 - 315,W66,W66A辦公室,甲機,0,105V417,0,96.01.09裝,
,3769,W6 - 316,W669,營繕工場辦公室二樓,甲機,0,105V418,8051178,,FAX：8051178
,6608,W6 - 317,W66,W66一樓交誼廳,甲機,0,105V419,0,,
,5376,W6 - 318,W662,零星工作詢問專線,甲機,0,105V420,0,94.10.31裝；95.03.01拆控；96.06.28新裝,駐衛；原W2S4
,5276,W6 - 319,W661,零星工作詢問專線,甲機,0,105V421,0,94.10.17；95.11.28拆，原#2燒結電控大樓指揮中心用；96.06.28新裝,原臨時（W631）
,6618,W6 - 320,W661,W66大樓二樓207室,乙機,0,105V422,0,,
,5884,W6 - 321,W661,W661營繕一課辦公室,甲機,0,013V122,0,104.10.20申甲+2副；,
,5266,W6 - 322,W661,W661辦公室,甲機,1,105V423,0,94.09.15新裝,
,5267,W6 - 323,W661,W661辦公室,甲機,1,105V424,0,94.09.15新裝；96.02.01增副,
,5569,W6 - 324,W669,W669辦公室,甲機,1,105V210,0,97.12.16新裝,
,5739,W6 - 326,W662,W662新辦公室,甲機,2,105V211,0,1010301新裝,
,5738,W6 - 328,W662,W662新辦公室,甲機,2,105V212,0,1010301新裝,
,5848,W6 - 329,W662,W662辦公室,甲機,2,105V213,0,1010725新裝,
,2162,W6 - 352,W672,W6二樓、中心倉庫辦公室,甲機,2,021V708,0,,
,6637,W6 - 353,W672,中心倉庫2F,甲機,0,105V402,0,,
,2849,W6 - 354,W671,倉庫東端,甲機,1,022V109,0,,W671課長
,2471,W6 - 355,W671,中心倉庫東,乙機,2,021V811,0,,
,2463,W6 - 357,W671,中心倉庫東,乙機,2,021V810,0,,
,2838,W6 - 358,W672,中心倉庫東,甲機,1,022V108,0,,W672課長
,2827,W6 - 360,W672,中心倉庫東2F,甲機,3,022V107,0,,
,3879,W6 - 362,W672,中心倉庫二樓辦公室,甲機,1,022V317,0,91.11.08新裝；96.08.17增副,
,2235,W6 - 363,W672,W672倉庫東邊2樓辦,乙機,0,004V220,0,90.12.05遷,
,2623,W6 - 364,W672,W672倉庫東邊2樓辦,甲機,0,006V623,0,102.11.15新裝,
,3568,W6 - 367,W672,W67二樓辦公室,甲機,0,022V219,8051586,97.01.22增DID,傳真機 8051586
,2633,W6 - 369,W672,W672倉庫東邊2樓辦,甲機,1,007V314,0,104.08.11遷移；102.11.15新裝,
,3934,W6 - 373,W672,W672倉庫東邊2樓辦,甲機,0,105V321,0,,
,5128,W6 - 374,W672,W672倉庫東邊2樓辦,甲機,0,020V406,0,,
,3632,W6 - 377,W672,W672倉庫東邊2樓辦,甲機,0,003V608,0,,
,2952,W6 - 379,W672,中心倉庫東,甲機,2,105V216,0,96.08.17增副,W67主任
,2210,W6 - 380,W67,W67東邊1F辦公室,甲機,2,006V611,0,,
,2963,W6 - 381,W671,D庫辦公室一樓、新辦公室2樓,乙機,2,022V121,0,93.12.20遷、94.12.12增副,中央倉庫西側收料區
,3749,W6 - 382,W671,D庫辦公室一樓,甲機,2,022V306,0,93.12.20遷及增副；97.01.29增副；1020315改1支為無線副機,
,6447,W6 - 383,W671,D庫辦公室一樓/查驗股2F辦公室,甲機,1,022V524,8051170,93.12.20遷；97.01.29增DID；102.02.27增1副,FAX：8051170
,2861,W6 - 384,W671,D庫辦公室一樓,甲機,2,022V110,0,93.12.20遷；97.01.29增副,1040825-申領無線話機-中鋼-104-W600-1174
,6505,W6 - 385,W672,W672文具倉庫無人料站,甲機,0,012V106,0,,
,3740,W6 - 386,W671,文具倉庫E庫2F,乙機,0,022V222,0,94.02.24遷,1040825-申領無線話機-中鋼-104-W600-1174
,5929,W6 - 387,W671,W67倉庫西邊辦公室3F,甲機,2,020V414,0,,
,2462,W6 - 388,W671,D庫辦公室一樓,甲機,1,021V809,0,93.12.20遷,
,5930,W6 - 389,W671,W67倉庫西邊辦公室3F,甲機,2,021V602,0,,
●,5779,W7 - 1,C34,C3綜合大樓1F/C34副組長專用,甲機,0,104V101,0,100.04.01新裝,
●,6449,W7 - 10,T213,辦公室,甲機,2,104V109,0,105.05.17增1副；96.09.21遷；96.11.12遷,
●,2065,W7 - 100,W72,綜合大樓四樓東側W72辦公室,甲機,1,104V502,0,,條鋼線材組組長
●,2702,W7 - 101,W75,綜合大樓四樓W75辦公室,甲機,0,104V503,0,,冷軋組長
●,2337,W7 - 102,W75,綜合大樓四樓W75辦公室,甲機,1,104V504,0,,冷軋
●,2339,W7 - 103,W75,綜合大樓四樓W75辦公室,甲機,1,104V505,0,1001107遷,冷軋
●,2748,W7 - 104,W75,綜合大樓四樓W75辦公室,甲機,2,104V506,0,98.05.11遷,冷軋
●,2084,W7 - 105,W734,綜合大樓四樓W73辦公室,甲機,0,104V507,0,,綜合生產規劃組
●,2081,W7 - 106,W73,綜合大樓四樓W73辦公室,乙機,2,104V508,0,104.08.19更甲；,綜合生產規劃組
●,2795,W7 - 107,W75,綜合大樓四樓W75辦公室,甲機,1,104V509,0,1011101刪DID-改配給3357-即W7處長；1021016增1副,
●,2737,W7 - 108,W75,綜合大樓四樓W75辦公室,甲機,1,104V510,0,1021016增1副,冷軋
●,2157,W7 - 109,W70,綜合大樓四樓東側W70辦公室,甲機,0,104V511,0,,
●,5847,W7 - 11,T213,綜合大樓1F--FAX用,甲機,0,104V110,8051086,1010903新裝,FAX用-DID:8051086
●,2746,W7 - 110,W70,綜合大樓四樓W70辦公室,甲機,1,104V512,0,,處務室、會客室
●,3476,W7 - 111,W7,綜合大樓四樓W70辦公室,甲機,0,104V513,8051291,,傳真機 8051291
●,2310,W7 - 112,W75,綜合大樓四樓W75辦公室,甲機,2,104V514,0,,冷軋
●,6555,W7 - 113,W73,綜合大樓4F東側W73辦公室,甲機,0,104V604,0,,
●,6581,W7 - 114,W75,綜合大樓4F西側W75辦公室,甲機,0,104V605,0,,
●,6619,W7 - 115,W73,綜合大樓四樓東側W73辦公室,乙機,0,104V608,0,,
●,6615,W7 - 116,C34,綜合大樓一樓,甲機,2,104V607,0,,
●,6620,W7 - 117,W75,綜合大樓四樓西側W75辦公室,甲機,0,104V609,0,,
●,6621,W7 - 118,W75,綜合大樓四樓西側W75辦公室,甲機,0,104V610,0,,
●,6622,W7 - 119,W75,綜合大樓四樓西側W75辦公室,甲機,0,104V615,0,,
●,6509,W7 - 12,T213,綜合大樓1F西側T213辦公室,甲機,0,104V111,0,,
●,6623,W7 - 120,W74,綜合大樓四樓西側W74辦公室,乙機,0,104V616,0,,
●,6624,W7 - 121,W74,綜合大樓四樓西側W74辦公室,乙機,0,104V617,0,,
●,6625,W7 - 122,W74,綜合大樓四樓西側W74辦公室,乙機,0,104V618,0,,
●,6629,W7 - 123,T213,綜合大樓1F中間休息室,甲機,0,104V620,0,,
●,6628,W7 - 124,W75,綜合大樓4F W75辦公室,甲機,0,104V621,0,,
●,6673,W7 - 125,W72,綜合大樓4F西北側W72辦公室,甲機,0,104V713,0,,
●,6674,W7 - 126,W72,綜合大樓4F西北側W72辦公室,甲機,1,104V714,0,,
●,6690,W7 - 127,W75,綜合大樓4F西南側W75辦公室,甲機,0,104V715,0,,
●,6676,W7 - 128,W72,綜合大樓4F西北側W72辦公室,甲機,0,104V716,0,,
●,6678,W7 - 129,W72,綜合大樓四樓西側W72辦公室,乙機,0,104V717,0,,
●,3488,W7 - 13,T213,辦公室,甲機,2,104V112,0,96.08.23拆控；96.11.12新裝；97.01.31增副2,原W4S
●,2611,E2 - 228,C342,07庫最東C342成品課,甲機,2,013V621,0,92.01.15遷,
,6758,W7 - 133,T211,綜合大樓2F西側辦公室(T21),甲機,0,104V720,0,,
●,3110,W7 - 14,T213,綜合大樓辦公室1F,甲機,2,104V113,0,105.04.26增1副；97.01.31新裝,
●,2116,W7 - 15,T213,冷熱軋房/綜合大樓1F中間休息室,甲機,2,104V114,0,,
●,3834,W7 - 16,T211,綜辦二樓東T211辦公室傳真機(201室),甲機,0,104V115,8051292,,傳真機  8051292
●,6858,W7 - 17,T211,綜辦二樓東T211辦公室(201室),甲機,1,104V116,0,92.12.30遷,
●,2208,W7 - 18,T211,綜辦二樓東T211辦公室(201室),甲機,2,104V117,0,103.10.03增1副；96.01.25拆副1,
●,5797,W7 - 19,T211,綜辦二樓東T211辦公室(201室),甲機,1,104V118,0,100.03.21新裝並增1副,
●,5796,W7 - 20,T211,綜辦二樓東T211辦公室(202室),甲機,0,104V119,0,103.02.17增1副；100.03.21新裝並增1副,
●,3820,W7 - 21,T210,綜辦二樓東側 T211辦公室(201室),甲機,1,104V120,0,,制度工程師
●,2207,W7 - 22,T211,綜辦二樓東T211辦公室(201室),甲機,2,104V121,0,,
●,3261,W7 - 23,T211,綜辦二樓東T211辦公室(201室),甲機,2,104V122,0,103.10.03拆1副；96.01.25增副1,
●,2751,W7 - 24,T211,綜辦二樓東T211辦公室 (202室),甲機,1,104V123,0,104.07.10增甲+1副；,
●,2936,W7 - 25,T211,綜辦二樓東側 T211辦公室(202室),甲機,2,104V124,0,,
●,3588,W7 - 26,T211,綜辦二樓東T211辦公室(202室),甲機,2,104V201,0,,
●,3821,W7 - 27,T211,綜辦二樓東側 T211辦公室(202室),甲機,2,104V202,0,92.12.30遷；97.06.25增副,
●,2901,W7 - 28,T21,綜辦二樓西T210辦公室 (216室),甲機,1,104V203,0,92.12.30遷；94.09.15遷；1000926遷,
●,3117,W7 - 29,T210,綜辦二樓T2S(212室、216室),甲機,1,104V204,0,92.12.30遷,
●,3613,W7 - 3,C34,C34辦公室,甲機,2,104V102,8051535,96.06.07新裝,FAX:8051535
●,3522,W7 - 30,T210,綜辦二樓西T210辦公室 (216室)/會議室/貴賓室,甲機,2,104V205,0,106.01.18拆1副；105.06.29拆1副；1040311-增1副；1000926遷,1060118-拆1副供5795用-1050629-裝新分機5844時拆除副機*1(剩2隻)
●,3056,W7 - 301,T213,拉力房,乙機,0,104V515,0,,
●,3622,W7 - 302,T423,冶金試驗室,甲機,1,104V516,0,93.05.13拆副；96.11.05增副2,
●,2947,W7 - 303,T423,二樓西辦公室,甲機,2,104V517,0,96.07.06更甲；97.01.22遷東辦公室,
●,2205,W7 - 304,T423,二樓西辦公室,甲機,2,104V518,0,97.01.22遷東辦公室；97.07.01增副,
●,2880,W7 - 305,T213,熱處理房 .校驗室,甲機,0,104V519,0,,組長
●,3917,W7 - 307,T423,二樓西辦公室,甲機,0,104V520,8051273,97.01.22遷東辦公室,傳真機  8051273
●,5145,W7 - 308,T213,系統電腦室,甲機,0,104V521,0,93.05.13裝；94.09.29遷；95.07.12遷,
●,6585,W7 - 309,T213,綜合大樓1F-T213校驗室,甲機,1,104V606,0,,
●,5795,W7 - 31,T210,綜辦二樓西側 T210辦公室 (216室),甲機,2,104V206,0,106.01.18增1副；100.03.21新裝並增1副,1060118-共3話機
●,5273,W7 - 312,T423,二樓西辦公室,甲機,2,104V522,0,94.10.31新裝；96.07.06更甲；96.11.05增副2,
●,3004,W7 - 313,T423,二樓西辦公室,甲機,0,104V523,0,94.01.03遷；94.03.08遷副；96.08.22拆控；96.11.05新裝；97.07.01拆副2,原V20
●,3094,W7 - 314,T423,二樓西辦公室,甲機,2,104V524,0,96.08.22拆控；96.11.05新裝；97.07.01增副2,原V10；原V20
●,5537,W7 - 315,T423,二樓東辦公室,甲機,2,104V601,0,97.07.01新裝,
●,5538,W7 - 316,T423,二樓東、西辦公室,甲機,2,104V602,0,97.07.01新裝,
●,2618,W7 - 317,,,未分類,0,104V603,0,,
●,5844,W7 - 32,T21,綜合大樓2F,甲機,0,104V207,0,105.10.28申+1副；105.06.21申甲+1副；,
●,3795,W7 - 33,T21,綜合大樓2F 208室,甲機,1,104V208,0,91.01.08增副；92.12.30遷；93.10.19增副,組長
●,2621,W7 - 331,C345,#31庫C345辦公室,甲機,2,104V611,0,,
●,6015,W7 - 334,C345,#33庫中控室,甲機,0,104V613,0,95.01.26拆副(不拆)；1000726遷,
●,6322,W7 - 34,T211,T210辦公室209R,甲機,1,104V209,0,,
●,6358,W7 - 35,T210,T21 209R、216R,甲機,1,104V210,0,,
●,2095,W7 - 36,T2 A,"綜辦二樓處長(207室),增副(T2S)",甲機,1,104V211,8051026,99.04.09更,代理處長  8051026
●,2497,W7 - 37,T2 A,綜辦二樓副處長(205室)，增副（T2S）,甲機,1,104V212,8051082,99.04.09更,處長  8051082
●,2561,W7 - 38,T2,綜辦二樓(206室),甲機,0,104V213,0,,
●,6323,W7 - 39,T211,綜合大樓2F,甲機,0,104V214,0,,
●,3919,W7 - 4,C34,C3綜合大樓1F-C34組長專用,甲機,0,104V103,0,92.11.25增副；95.08.11遷,副組長
●,2600,W7 - 40,T21,綜合大樓206室,甲機,0,104V215,0,,
●,2094,W7 - 41,F42,綜合大樓F42辦公室,甲機,0,104V216,0,105.05.11申甲；,
●,2716,W7 - 42,F42,綜辦三樓、電腦室,甲機,2,104V217,0,95.07.06增副；95.08.29遷,
●,2020,W7 - 43,F42,綜合大樓三樓東側,甲機,1,104V218,0,,廠務會計組
●,2776,W7 - 44,F42,綜辦三樓,甲機,2,104V219,0,71.3.3分機被竊，71.5.3再裝並遷三樓；95.08.29增副,
●,3571,W7 - 45,T262,綜辦三樓,甲機,1,104V220,0,,103.07.30拆1副供5328用
●,2733,W7 - 46,T261,綜辦三樓西南,甲機,1,104V221,0,,
●,3368,W7 - 47,W6C9,綜辦三樓,甲機,2,104V222,0,,
●,2464,W7 - 48,W6C9,綜辦三樓,甲機,2,104V223,0,,W6C9課長
●,6033,W7 - 49,W6C,綜辦三樓,甲機,0,104V224,8051033,,傳真機 8051033
●,2610,W7 - 5,C34,C34辦公室,甲機,1,104V104,0,95.09.07遷,組長
●,2509,W7 - 50,T263,綜辦三樓西南,甲機,1,104V301,0,,
●,5402,W7 - 51,T26,綜辦3樓,甲機,1,104V302,0,95.11.22裝,
●,5958,W7 - 52,T263,綜合大樓316室/T263辦公室,甲機,0,104V303,0,1010605新裝,
●,3112,W7 - 53,T262,綜辦三樓316室,甲機,0,104V304,0,1010605遷,
●,3570,W7 - 54,T26,綜辦三樓,甲機,1,104V305,0,,組長
●,5287,W7 - 55,T26,綜辦3F/314室,甲機,0,104V306,0,95.03.13裝；1010605遷,
●,2620,W7 - 56,W6C,綜辦三樓,甲機,2,104V307,0,,W6C主任
●,6471,W7 - 57,F42,綜辦三樓東,甲機,1,104V308,0,,
●,3232,W7 - 58,W6C9,辦公室,甲機,2,104V309,0,93.09.15遷；94.02.25；96.03.27拆控；96.06.12新裝,原Y80、原V64
●,3031,W7 - 59,W6C9,辦公室,甲機,2,104V310,0,91.05.10拆控；93.09.15遷：96.06.12新裝,
●,2654,W7 - 6,C340,綜辦一樓,甲機,2,104V105,0,94.05.24增副,
●,5629,W7 - 60,T261,T261辦公室內,甲機,1,104V311,0,99.10.05新裝,
●,5932,W7 - 61,T26,綜合大樓3F/T26辦公室,甲機,1,104V712,0,1000727新裝,
●,5344,W7 - 62,T26,綜合大樓3樓西南角辦公室,甲機,1,104V711,0,103.05.23申1甲2副95.01.10裝,
●,5328,W7 - 63,T26,綜合大樓3樓西南角，T26大辦公室-310室旁,甲機,2,104V314,0,103.07.22增甲+1副；,3571拆1副供5328用
●,3321,W7 - 64,T26,綜合大樓3F西南側-310室*2-(程控電腦室)316室*1,甲機,2,104V315,0,1040714增甲+2副；,
●,6379,W7 - 65,W60,綜合大樓3F W60專案組長,甲機,0,104V316,0,,
●,2713,W7 - 66,W74,綜合大樓四樓W74辦公室,甲機,0,104V317,0,90.11.19新裝；90.12.17增副；91.01.11更甲,熱軋組長
●,2757,W7 - 67,W74,綜合大樓四樓W74辦公室,甲機,0,104V318,0,91.01.11更甲；,熱軋
●,3457,W7 - 68,W74,綜合大樓四樓W74辦公室,甲機,1,104V319,0,,專案工程師
●,6971,W7 - 69,W74,W74辦公室,甲機,0,104V320,0,105.11.22申甲；,
●,3864,W7 - 7,C340,C34辦公室,甲機,1,104V106,0,91.11.15新裝；91.11.27增副；96.06.07拆DID碼,
●,2312,W7 - 70,W74,綜合大樓四樓W74辦公室,甲機,2,104V321,0,90.11.19新裝；90.12.17增副；91.01.11更甲；98.12.23拆副1,熱軋
●,2768,W7 - 71,W74,綜合大樓四樓W74辦公室,甲機,0,104V322,0,105.10.26拆1副；104.03.09增1副；90.11.19增副；99.03.16增副,熱軋
●,5905,W7 - 72,W74,綜合大樓四樓W74辦公室,甲機,0,104V323,0,105.10.26申甲；,
●,6515,W7 - 73,W74,綜合大樓4F,甲機,0,104V324,0,,
●,6235,W7 - 75,W74,綜合大樓四樓W74辦公室,甲機,0,104V401,0,,熱軋
●,5174,W7 - 76,W74,綜合大樓四樓W74辦公室,甲機,2,104V402,0,103.03.21增1副；103.03.12增1副；+I73593.04.06裝；98.12.23增副1,
●,2779,W7 - 77,W74,綜合大樓四樓W74辦公室,甲機,1,104V403,0,93.01.29增副；93.02.03更甲,熱軋
●,2724,W7 - 78,W74,綜合大樓四樓W74辦公室,甲機,2,104V404,0,,熱軋
●,2080,W7 - 79,W71,綜合大樓四樓W71辦公室,甲機,1,104V405,0,,鋼板組組長
●,2935,W7 - 8,T213,金相房,甲機,2,104V107,0,96.09.21遷,
●,2309,W7 - 80,W71,綜合大樓四樓W71辦公室,甲機,1,104V406,0,105.04.21遷移；104.08.19增1副；,鋼板組
●,3414,W7 - 81,W71,綜合大樓四樓W71辦公室,甲機,0,104V407,0,104.08.19增1副；,鋼板組
●,5768,W7 - 82,W71,綜合大樓四樓W71辦公室,甲機,1,104V408,0,104.03.09增1副；1000805新裝,
●,2082,W7 - 83,W71,綜合大樓四樓W71辦公室,乙機,1,104V409,0,104.08.19更甲；,鋼板組
●,2308,W7 - 84,W71,綜合大樓四樓W71辦公室,甲機,1,104V410,0,,鋼板組
●,6421,W7 - 85,W71,綜合大樓四樓W71辦公室,甲機,2,104V411,0,105.04.21再增1副；104.07.27增1副；,生管中心
●,6420,W7 - 86,W71,綜辦四樓PCC室,甲機,2,104V412,0,,生管中心
●,2726,W7 - 87,W75,綜合大樓四樓W75辦公室,甲機,1,104V413,0,1021016拆1副,冷軋
●,3165,W7 - 88,W73,綜合大樓四樓W73辦公室,甲機,1,104V414,0,103.10.24遷移；99.05.28更單位及遷1000920增1副,鋼板組
●,2068,W7 - 89,W70,綜合大樓四樓東側,甲機,1,104V415,0,105.03.14增1副機；,生產計劃處 ，無線話機*1
●,3880,W7 - 9,T213,顯微鏡室,甲機,2,104V108,0,97.01.31新裝；1000902遷；1011211增1副,
●,2735,W7 - 90,W73,綜合大樓四樓W73辦公室,甲機,2,104V416,0,103.10.24遷移；1001201增1副,綜合生產規劃組
●,5539,W7 - 91,W73,綜合大樓四樓W73辦公室,甲機,1,104V417,0,97.07.02新裝；1020523增1副,綜合生產規劃組、無線話機
●,2689,W7 - 92,W73,綜合大樓四樓W73辦公室,甲機,0,104V418,0,105.03.14拆1副機；103.10.24遷移；,綜合生產規劃組
●,3357,W7 - 93,W7,綜合大樓四樓/處長用,甲機,1,104V419,8051079,96.01.03遷；101.03.21遷；1011106加DID；1020103增1副,DID:8051079
●,5257,W7 - 94,W70,W7-專案處長用,甲機,1,104V420,0,105.12.20申甲(無副機)；,
●,2667,W7 - 95,W72,綜合大樓四樓W72辦公室,甲機,1,104V421,0,104.08.19更甲，拆1副；111.05.24拆1副，改6676；,條鋼線材組
●,6943,W7 - 96,W72,綜合大樓四樓W72辦公室,甲機,0,104V422,0,104.08.19增1副，遷移；96.01.03遷,專案工程師
●,2073,W7 - 97,W72,綜合大樓四樓西側W72辦公室,甲機,,104V423,0,111.05.24拆1副，改6673；,條鋼線材組
●,2083,W7 - 98,W72,綜合大樓四樓W72辦公室,乙機,0,104V424,0,,條鋼線材組
●,2678,W7 - 99,W72,綜合大樓四樓W72辦公室,甲機,1,104V501,0,92.03.20更甲；111.05.24拆1副，改6674；,條鋼線材組
●,6714,W7-130,W73,綜合大樓4樓東側W73辦公室,甲機,0,104V718,0,,
●,2889,W7-332,C345,#31庫C345辦公室,甲機,2,104V612,0,,
●,6027,W7-333,T272,酸洗塗油檢驗站(OS-703) 、ASIS ROOM(OS-702下方1F),甲機,1,104V622,8051597,97.10.21加DID,DID:8051597
●,6466,W7-335,C345,#33庫中控室,乙機,0,104V614,0,,
●,6244,W7-336,Y422,POL OS701,甲機,0,104V623,0,,
●,6295,W7-337,C345,#31庫C345辦公室,甲機,2,104V619,0,,
●,6433,W7-338,Y422,POL酸洗塗油線辦公室、（702）主操作室,甲機,1,104V701,0,,
●,6486,W7-339,Y466,酸洗PKL包裝線,甲機,0,104V624,0,95.03.20更甲,
,6765,W7-340,104V721, 33庫 ASIS ROOM (OS-702下方),乙機,0,104V721,0,113.05.23新增,
●,2744,W7-346,Y22,33庫POL OS-703控,甲機,0,104V702,0,,
●,6265,W7-347,Y466,四階酸洗塗油線、電氣室三樓,甲機,0,104V703,0,,
●,6459,W7-348,Y422,POL酸洗塗油線出口端、辦公室、OS704（包裝線）,甲機,2,104V704,0,,
●,6635,W7-349,Y466,HRF三樓302室,乙機,0,104V705,0,,
●,6403,W7-350,Y466,酸洗塗油辦公室,甲機,2,104V706,0,991228增1副,
●,6243,W7-351,Y465,POL維護區現場辦公室,甲機,2,104V707,0,1021125增1副,
●,6849,W7-353,Y465,POL維護現場辦公室,甲機,1,104V708,0,,
●,3914,W7-354,Y465,POL酸洗塗油線維護股長辦公室,甲機,1,104V709,0,96.04.12新裝；1021125增1副,
●,6894,W7-355,Y465,酸洗塗油線機械維護辦公室,乙機,0,104V710,0,103.02.21申1乙；96.08.02遷；1000503增1副,
,2121,Y - 17,W513,一行機房206室,甲機,1,004V101,8051299,,1030919-更數位話機-障礙台8051299
,2122,Y - 18,W513,一行機房206室,甲機,0,002V116,0,,1030919-更數位話機-
,2123,Y - 19,W513,一行機房206室(測試用),甲機,0,006V522,0,,1030919-更數位話機-
●,3503,甲舍 - 1,A23,甲舍203,甲機,0,003V515,0,90.11.19新裝；91.08.08更甲,
●,3709,甲舍 - 15,A23,甲舍409,甲機,0,003V221,0,,
●,5087,,,,,,,,,
●,2829,甲舍 - 17,A23,B用-甲舍301室,甲機,1,002V323,8051234,91.12.24附掛DID:805-1234；92.06.02遷,1030919-更數位話機-B；增數位話機；撥國際
●,3604,甲舍 - 18,A23,甲舍304,甲機,0,003V202,0,,
●,3612,甲舍 - 19,A23,甲舍312,甲機,0,003V209,0,,
●,3511,甲舍 - 2,A23,甲舍211,甲機,0,002V616,0,,
●,3605,甲舍 - 21,A23,甲舍305,甲機,0,003V203,0,,顧問、開放可撥國內長途
●,3610,甲舍 - 24,A23,甲舍310,甲機,0,003V207,0,,
●,3701,甲舍 - 25,A23,甲舍401,甲機,0,003V213,0,,
●,3506,甲舍 - 27,A23,甲舍206,甲機,0,002V612,0,,
●,3602,甲舍 - 28,A23,甲舍302,甲機,0,002V624,0,,
●,3716,甲舍 - 3,A23,甲舍416室,甲機,0,003V304,0,92.06.02遷,
●,3603,甲舍 - 30,A23,甲舍303,甲機,0,003V201,0,,秘書、開放可撥國內長途
●,3702,"甲舍 - 31
230A2 - 119",A23,甲舍208X1（二級主管值日室）0978311881同振-二行五樓(東北側)X1,甲機,1,003V214,8051044,92.02.28可撥國內長途,
●,3507,甲舍 - 33,A23,甲舍207,甲機,0,002V613,0,,
●,3614,甲舍 - 34,A23,甲舍314室,甲機,0,003V211,0,91.07.01新裝；92.06.09遷並更甲,
●,3608,甲舍 - 40,A23,甲舍308,甲機,0,003V206,0,,
●,3606,甲舍 - 42,A23,甲舍306,甲機,0,003V204,0,,
●,3715,甲舍 - 44,A23,甲舍415,甲機,0,003V303,0,,
●,3712,甲舍 - 46,A23,甲舍412,甲機,0,003V224,0,,
●,3707,甲舍 - 47,A23,甲舍407,甲機,0,003V219,0,,
●,3703,甲舍 - 49,A23,甲舍403,甲機,0,003V215,0,,
●,3510,甲舍 - 51,A23,甲舍210,甲機,0,002V615,0,,
●,3714,甲舍 - 53,A23,甲舍414室,甲機,0,016V218,0,91.10.03新裝；92.06.09遷,
